lat,lon,RSSI_1,RSSI_2,RSSI_3,RSSI_4,RSSI_5,RSSI_6
-8.08,-34.898513513513514,-80.95464603601656,-68.71420749068932,-57.967981275599925,-68.71420641803788,-84.60629038081726,-83.92377008569466
-8.08,-34.898288288288285,-80.8434101874652,-68.3123690295987,-58.309823147428546,-68.3123679619153,-84.49969342999242,-83.87409554036793
-8.08,-34.898063063063056,-80.73497408419928,-67.91319525748922,-58.645752705760344,-67.91319419913805,-84.39426387879664,-83.82704234381416
-8.08,-34.897837837837834,-80.6294889234729,-67.51844186748838,-58.97592954083085,-67.51844082347134,-84.29007543660404,-83.78266338832512
-8.08,-34.89761261261261,-80.52710709802716,-67.13012277786898,-59.30050994676536,-67.13012175391418,-84.18720362046636,-83.74100929784754
-8.08,-34.89738738738738,-80.42798168424949,-66.75052312447077,-59.61964663453391,-66.75052212703896,-84.08572568546413,-83.70212824810451
-8.08,-34.89716216216216,-80.33226588837755,-66.38220468520602,-59.93348852436796,-66.38220372148098,-83.98572054315395,-83.66606579147145
-8.08,-34.89693693693693,-80.24011245254744,-66.02800057677386,-60.242180603554516,-66.02799965465192,-83.8872686675287,-83.63286468778361
-8.08,-34.89671171171171,-80.1516730232207,-65.69099574144015,-60.54586383768712,-65.69099486945541,-83.79045198802646,-83.60256474240825
-8.08,-34.89648648648648,-80.06709748519779,-65.37448973267178,-60.84467512544677,-65.37448891984087,-83.69535376909403,-83.57520265274633
-8.08,-34.896261261261266,-79.98653326544797,-65.08193879479751,-61.138747288863925,-65.08193805048145,-83.60205847599215,-83.55081186437644
-8.08,-34.89603603603604,-79.91012461144814,-64.81687538313514,-61.42820909207654,-64.81687471675028,-83.51065162641868,-83.52942243801172
-8.08,-34.89581081081081,-79.83801184990378,-64.58280520242478,-61.713185282796346,-64.58280462318035,-83.42121962796875,-83.5110609283187
-8.08,-34.895585585585586,-79.77033063212485,-64.38308452462533,-61.99379665200742,-64.383084041124,-83.33384960110351,-83.49575027561761
-8.08,-34.89536036036036,-79.70721117326116,-64.2207837541263,-62.27016010777102,-64.2207833740518,-83.24862918784743,-83.48350971138652
-8.08,-34.89513513513513,-79.64877749309085,-64.09854645935071,-62.54238875976753,-64.09854618905862,-83.16564634630006,-83.4743546783661
-8.08,-34.894909909909906,-79.59514666662923,-64.0184557035645,-62.81059201224049,-64.01845554775176,-83.08498913132152,-83.4682967659513
-8.08,-34.894684684684684,-79.54642809317369,-63.981920736746176,-63.074875662806676,-63.9819206981972,-83.00674546183157,-83.4653436614552
-8.08,-34.89445945945945,-79.5027227926075,-63.98959636363087,-63.335342005302735,-63.98959644303072,-82.9310028754031,-83.4654991176597
-8.08,-34.894234234234226,-79.46412273794778,-64.04134438873233,-63.59208993527824,-64.04134458463538,-82.85784827099835,-83.46876293691872
-8.08,-34.894009009009004,-79.43071023285052,-64.13624181080269,-63.84521505700978,-64.13624211977682,-82.78736764072136,-83.47513097201647
-8.08,-34.89378378378378,-79.40255734267501,-64.27263476431754,-64.09480979069444,-64.2726351810285,-82.71964579195813,-83.4845951436956
-8.08,-34.89355855855855,-79.37972538705915,-64.4482317359076,-64.34096347927269,-64.44823225352641,-82.65476606109442,-83.49714347476802
-8.08,-34.89333333333333,-79.36226450137247,-64.66022540945094,-64.58376249424515,-64.66022601992516,-82.59281002051216,-83.51276014045538
-8.08,-34.89310810810811,-79.3502132734958,-64.90543031930066,-64.82329033974102,-64.9054310137658,-82.53385718043091,-83.53142553455385
-8.08,-34.89288288288288,-79.34359846145696,-65.18042347611498,-65.05962775477866,-65.18042424526107,-82.47798468762127,-83.55311635081753
-8.08,-34.89265765765766,-79.3424347961296,-65.48167691868838,-65.29285281294779,-65.48167775307293,-82.42526702293708,-83.57780567888935
-8.08,-34.89243243243243,-79.34672487215516,-65.8056740658919,-65.52304101982969,-65.80567495626232,-82.3757756998663,-83.6054631139082
-8.08,-34.892207207207214,-79.35645912866278,-66.14900504655353,-65.75026540739526,-66.14900598403776,-82.32957896634173,-83.63605487893784
-8.08,-34.89198198198198,-79.37161592018325,-66.50843925258101,-65.97459662590003,-66.50844022884851,-82.28674151225897,-83.66954395914351
-8.08,-34.89175675675676,-79.39216167658316,-66.88097579692877,-66.19610303242995,-66.880976804327,-82.24732418502009,-83.70589024665117
-8.08,-34.89153153153153,-79.41805114961073,-67.26387421441699,-66.41485077698911,-67.26387524602102,-82.21138371561923,-83.74505069495882
-8.08,-34.891306306306305,-79.4492277422076,-67.65466864519477,-66.63090388508886,-67.65466969479206,-82.1789724577313,-83.78697948163315
-8.08,-34.89108108108108,-79.48562391566855,-68.05116903626909,-66.84432433786108,-68.05117009839934,-82.15013814211844,-83.8316281781546
-8.08,-34.890855855855854,-79.52716166850124,-68.45145275823539,-67.0551721488813,-68.4514538280889,-82.12492364879768,-83.87894592558567
-8.08,-34.890630630630625,-79.57375308009063,-68.85384964040855,-67.26350543828715,-68.85385071389476,-82.10336679910864,-83.92887961483734
-8.08,-34.890405405405396,-79.62530091135602,-69.25692291412463,-67.46938050403449,-69.25692398769047,-82.08550016976278,-83.98137407031123
-8.08,-34.89018018018018,-79.68169925405292,-69.65944801795386,-67.6728518903864,-69.65944908860143,-82.07135093080217,-84.03637223569498
-8.08,-34.88995495495495,-79.74283422014608,-70.06039072380743,-67.87397245371312,-70.06039178902053,-82.06094070906099,-84.09381536075256
-8.08,-34.88972972972973,-79.80858466216796,-70.45888561565096,-68.07279342566076,-70.45888667331931,-82.05428547863954,-84.1536431879102
-8.08,-34.8895045045045,-79.87882291587056,-70.85421560787158,-68.26936447386547,-70.85421665626866,-82.05139547949204,-84.2157941376922
-8.08,-34.88927927927928,-79.95341555623261,-71.24579292125689,-68.46373376009493,-71.24579395898995,-82.05227516502114,-84.28020549190455
-8.08,-34.88905405405405,-80.03222415857184,-71.6331417361802,-68.65594799620382,-71.63314276209411,-82.05692317922023,-84.34681357365955
-8.08,-34.88882882882883,-80.11510605668028,-72.01588259984653,-68.84605249765637,-72.01588361305454,-82.06533236365203,-84.41555392339663
-8.08,-34.8886036036036,-80.20191509063332,-72.39371856869445,-69.03409123495798,-72.39371956850738,-82.07748979411693,-84.48636147014903
-8.08,-34.88837837837838,-80.29250233755306,-72.76642300386607,-69.22010688294375,-72.76642398975793,-82.09337684671172,-84.55917069729293
-8.08,-34.88815315315315,-80.38671681931393,-73.13382890178187,-69.40414086805427,-73.1338298733902,-82.11296929246652,-84.6339158022698
-8.08,-34.887927927927926,-80.48440618192654,-73.49581962270659,-69.58623341366254,-73.49582057976346,-82.13623741965239,-84.71053084967892
-8.08,-34.887702702702704,-80.58541734227575,-73.8523208743957,-69.76642358357782,-73.85232181677219,-82.16314618239463,-84.78894991735669
-8.08,-34.887477477477475,-80.68959709845771,-74.2032938098994,-69.94474932371341,-74.20329473752193,-82.19365537412327,-84.86910723507125
-8.08,-34.88725225225225,-80.79679270095232,-74.54872910505844,-70.12124750205996,-74.54873001791856,-82.2277198239961,-84.950937315533
-8.08,-34.887027027027024,-80.9068523825728,-74.8886418931329,-70.29595394706209,-74.88864279135586,-82.2652896144042,-85.03437507758284
-8.08,-34.8868018018018,-81.01962584569759,-75.2230674429878,-70.46890348437697,-75.22306832666459,-82.30631031738324,-85.11935596133387
-8.08,-34.88657657657657,-81.13496470621996,-75.55205748114835,-70.64012997214535,-75.55205835037881,-82.35072324761899,-85.20581603531593
-8.08,-34.88635135135135,-81.25272289394192,-75.87567706822057,-70.80966633484721,-75.87567792324887,-82.3984657297679,-85.29369209549637
-8.08,-34.88612612612612,-81.37275700996366,-76.19400195242909,-70.97754459577203,-76.19400279347576,-82.4494713775766,-85.38292175635561
-8.08,-34.8859009009009,-81.49492664179988,-76.50711633103697,-71.1437959081556,-76.50711715832415,-82.50367038237488,-85.47344353399953
-8.08,-34.88567567567567,-81.6190946376434,-76.81511096166673,-71.30845058511608,-76.81511177542654,-82.56098980855268,-85.56519692157323
-8.08,-34.88545045045045,-81.745127341206,-77.11808157175184,-71.4715381283159,-77.11808237226231,-82.6213538935304,-85.65812245704782
-8.08,-34.88522522522522,-81.87289478919064,-77.41612752279971,-71.63308725552562,-77.41612831032054,-82.68468434997584,-85.75216178371724
-8.079855072463769,-34.91,-87.789411174393,-83.8572190881871,-42.56451435755521,-83.85721855171312,-90.39707452268365,-88.45431941956431
-8.079855072463769,-34.90977477477477,-87.65682022625737,-83.65453878706018,-42.11758462951764,-83.6545382436367,-90.28658258968684,-88.34653217610918
-8.079855072463769,-34.909549549549546,-87.52357574487903,-83.4492138194098,-41.703116540914536,-83.44921326885407,-90.17564572725624,-88.23875883311979
-8.079855072463769,-34.909324324324324,-87.38968632588305,-83.24118034505204,-41.32741699548066,-83.24117978718033,-90.06426924951344,-88.13102381305663
-8.079855072463769,-34.90909909909909,-87.25516153241526,-83.03037249414976,-40.996893921040154,-83.03037192880842,-89.95245894691521,-88.02335261293632
-8.079855072463769,-34.90887387387387,-87.12001195382157,-82.81672230381213,-40.71778245693281,-82.816721730794,-89.84022110998549,-87.91577183429368
-8.079855072463769,-34.908648648648644,-86.98424926720836,-82.60015965444651,-40.49582155701856,-82.60015907357774,-89.72756255393864,-87.80830921276095
-8.079855072463769,-34.90842342342342,-86.84788630215678,-82.38061220710463,-40.335907158320296,-82.38061161818476,-89.61449064442434,-87.70099364733849
-8.079855072463769,-34.90819819819819,-86.71093710846384,-82.1580053415727,-40.241759342128105,-82.15800474440294,-89.50101332420465,-87.59385522900968
-8.079855072463769,-34.90797297297297,-86.57341702723284,-81.93226209662842,-40.215646829086836,-81.9322614909984,-89.38713914095064,-87.48692526869593
-8.079855072463769,-34.907747747747734,-86.43534276518957,-81.70330311270536,-40.25820942238724,-81.70330249839583,-89.27287727607296,-87.3802363242541
-8.079855072463769,-34.90752252252252,-86.29673247248235,-81.47104657850218,-40.36840663197661,-81.47104595529504,-89.158237574698,-87.27382222648214
-8.079855072463769,-34.90729729729728,-86.15760582381094,-81.23540818216327,-40.54360093352861,-81.23540754983466,-89.04323057667844,-87.16771810373652
-8.079855072463769,-34.90707207207207,-86.0179841032575,-80.99630106920176,-40.77976202549502,-80.99630042752185,-88.92786754885492,-87.06196040520217
-8.079855072463769,-34.906846846846854,-85.87789029244095,-80.75363580801698,-41.07176006406296,-80.75363515673502,-88.81216051834576,-86.956586922312
-8.079855072463769,-34.906621621621625,-85.73734916241634,-80.50732036574615,-41.41370571417235,-80.50731970461524,-88.6961223070617,-86.85163680831255
-8.079855072463769,-34.906396396396396,-85.59638736908343,-80.25726009653812,-41.79929440449453,-80.25725942530806,-88.57976656739038,-86.74715059560643
-8.079855072463769,-34.906171171171174,-85.45503355211883,-80.00335774512811,-42.222119725005726,-80.00335706352618,-88.46310781900485,-86.64317021056743
-8.079855072463769,-34.905945945945945,-85.31331843739514,-79.74551346903903,-42.67593288385734,-79.74551277679993,-88.34616148684299,-86.53973898564837
-8.079855072463769,-34.90572072072072,-85.17127494284637,-79.48362488370972,-43.154837769689706,-79.48362418055225,-88.22894394026883,-86.43690166841151
-8.079855072463769,-34.90549549549549,-85.02893828756922,-79.21758713491099,-43.65342169083692,-79.21758642056167,-88.1114725333224,-86.33470442717928
-8.079855072463769,-34.905270270270265,-84.88634610409656,-78.94729300440952,-44.166828989277406,-78.94729227857036,-87.99376564614138,-86.23319485304637
-8.079855072463769,-34.905045045045036,-84.74353855351305,-78.67263305522019,-44.690788415521524,-78.67263231760074,-87.8758427273913,-86.1324219577863
-8.079855072463769,-34.90481981981981,-84.60055844329011,-78.393495824648,-45.22160608921513,-78.39349507495356,-87.75772433781668,-86.03243616747062
-8.079855072463769,-34.90459459459459,-84.45745134740571,-78.10976807408389,-45.756135012148775,-78.10976731200662,-87.6394321947177,-85.93328931136301
-8.079855072463769,-34.90436936936938,-84.31426572840371,-77.82133510672156,-46.2917303048045,-77.82133433196245,-87.52098921738636,-85.8350346056971
-8.079855072463769,-34.90414414414414,-84.17105306096619,-77.52808116619997,-46.82619725061387,-77.52808037844707,-87.40241957339322,-85.73772663208825
-8.079855072463769,-34.90391891891892,-84.0278679564639,-77.22988993143667,-47.35773724863974,-77.229889130374,-87.28374872569336,-85.64142131019176
-8.079855072463769,-34.90369369369369,-83.88476828771067,-76.92664512565108,-47.88489509379163,-76.92664431097788,-87.16500348029186,-85.54617586411581
-8.079855072463769,-34.90346846846847,-83.74181531348853,-76.61823126123235,-48.406509684638834,-76.61823043262149,-87.04621203458339,-85.45204878250493
-8.079855072463769,-34.90324324324324,-83.59907380173507,-76.30453454528782,-48.92166929099366,-76.3045337024536,-86.92740402601825,-85.3590997716856
-8.079855072463769,-34.903018018018024,-83.45661215068665,-75.98544397603473,-49.42967183745482,-75.98544311869188,-86.80861058110676,-85.26738970178104
-8.079855072463769,-34.90279279279279,-83.31450250675707,-75.6608526644134,-49.9299902191634,-75.66085179226789,-86.68986436446761,-85.17698054530527
-8.079855072463769,-34.90256756756757,-83.17282087820192,-75.33065942274729,-50.422242394220376,-75.33065853557588,-86.57119962782676,-85.08793530814765
-8.079855072463769,-34.90234234234234,-83.0316472429634,-74.99477066791604,-50.906165851875855,-74.9947697654336,-86.45265225863133,-85.00031795248145
-8.079855072463769,-34.902117117117115,-82.8910656496353,-74.65310269643174,-51.381595986284125,-74.6531017784528,-86.33425982823249,-84.91419331166045
-8.079855072463769,-34.90189189189189,-82.75116430964593,-74.30558439649405,-51.84844789607962,-74.30558346286475,-86.21606163910366,-84.82962699662238
-8.079855072463769,-34.901666666666664,-82.61203567915717,-73.9521604747058,-52.306701145153326,-73.95215952527977,-86.09809877108088,-84.74668529397505
